,53399,55444,56054,56604,56894,57335,57885,62802,63200,63353,63613,63649,63666,64927,68236,69394,55529,55639,55762,55882,56094,58072,63635,3790,41898,55399,55466,55498,55787,56323,56780,56891,56988,57076,57221,63644,63880,64765,66780,55588,55827,56212,56337,56375,56363,57228,63749,63875,63868,63917,63962,64939,64945,64998,66848,F. mon R,F. prol R,F. sol,55347,55861,56016,56848,57016,57721,62698,63414,63746,F. oxy,56104,56240,56242,56301,56340,58023,63316,63768,65068,55585,56321,58025,63648,70263,73685,73758,55496,55760,55979,57949,55349,55583,55945,56665,56868,57081,57239,57560,63145,63447,63550,63901,73752,F. oxy R
53399,0,469.6470855,527.3296827,336.5174176,471.9312509,349.1465299,599.6143347,551.1566777,362.1563829,240.8129596,542.119147,525.4019297,523.9721211,412.5775297,492.8448988,521.2490497,504.3909985,696.7115113,631.545716,799.7539062,849.457864,656.8654838,552.7085532,719.5716881,802.742775,591.3003111,775.5827773,767.0042627,930.0893914,817.9463497,814.3625609,751.9344102,866.7174791,969.1355131,976.6088452,912.8490009,631.2830306,727.378395,651.3242114,924.5389162,974.2418013,1021.852645,964.3096267,1244.286209,1238.873264,1137.031731,1063.71162,1159.137472,1341.089392,1279.371906,1248.013245,1012.760644,966.2412388,1227.204189,1131.159409,1237.072612,1207.772086,1034.050752,1111.587696,1244.536565,1280.567468,1384.219359,1336.644724,1026.525294,1213.430982,1277.211537,1109.959534,1266.747953,777.4758477,802.9500743,972.1823544,982.643486,1058.186125,1023.226263,1204.930413,1138.908424,894.4375627,1240.793083,1261.025256,1253.028613,1462.013583,1349.831976,1266.498381,1422.781604,1375.323122,1432.467827,1270.259336,1277.762676,1277.568273,1369.280061,1665.988798,1397.909819,1577.909674,1516.078982,1719.23222,1615.534327,1488.398279,1363.350495,1258.976266,1348.727731,1311.662119,1323.384259
55444,469.6470855,0,377.9339207,466.9707939,397.6061641,469.1408099,364.0543041,334.1455754,446.121243,481.7604916,317.4961038,273.4539776,330.3907813,469.9545743,434.9208555,428.7333541,510.5038389,512.7025028,445.4383256,583.0868355,681.5994045,571.239769,632.5174191,569.2416433,618.7403643,443.163492,584.8697797,568.934418,724.3453326,691.0425915,755.0234196,653.8646874,729.5500337,779.877529,794.5586586,729.07431,459.1045246,566.3186071,548.6544038,741.2228201,799.3088385,839.7713238,891.6945902,1056.78944,1043.417321,955.2009272,971.9698624,1086.957141,1156.985679,1229.123592,1056.27294,936.7270045,926.0925433,1025.296901,945.0429843,1057.621799,1059.123794,893.1091395,1039.578416,1079.7686,1110.085155,1228.142957,1158.684351,878.313257,1041.886232,1082.628293,944.9928127,1109.874683,611.7943693,652.817473,775.8697731,928.2314378,893.0008549,850.774253,1047.558217,968.7724392,748.2003061,1089.397051,1119.313061,1139.995338,1305.648527,1161.251264,1101.853536,1236.830237,1222.010503,1273.037145,1121.015955,1132.058399,1190.08948,1207.460557,1517.43144,1234.815519,1474.229844,1354.405453,1561.985735,1447.780758,1337.394427,1247.108202,1115.046378,1190.962995,1216.757527,1157.736107
56054,527.3296827,377.9339207,0,564.4578645,498.1893591,563.770298,527.0287708,411.5178809,542.8225549,568.3208634,411.3416955,410.941208,323.2270499,512.9522876,483.5341867,447.4771012,636.4418418,595.2609195,574.4131314,729.8186745,756.067141,725.5175959,734.9212243,665.7007482,699.7368376,533.3459929,675.2440517,616.7344112,817.9108377,801.3813377,853.9054666,723.0851003,734.239985,860.8311315,870.4818099,814.8433278,555.3471973,672.0925143,592.9118916,794.4356928,843.9377765,906.3741622,942.686478,1121.79565,1113.703594,958.5382813,1055.662827,1175.312487,1197.677707,1307.975666,1083.106404,997.5173455,1014.750755,1069.10526,958.6200046,1154.021735,1151.952717,971.0926947,1137.848055,1162.758779,1195.791464,1300.582985,1252.525347,965.056609,1130.216363,1184.661479,1017.708387,1182.963786,713.295878,729.5799883,870.3996646,1015.38594,973.0074552,925.8380478,1122.64544,1061.352716,821.0394875,1161.324455,1208.277087,1184.615914,1382.753098,1231.134725,1195.545458,1330.599181,1291.364968,1339.146953,1183.226974,1195.5831,1275.748231,1285.103373,1579.541245,1300.505132,1549.467877,1432.008114,1630.124402,1521.33318,1403.32542,1334.321675,1185.655065,1259.672406,1300.680039,1237.651167
56604,336.5174176,466.9707939,564.4578645,0,466.2249223,143.7385891,557.3202419,483.9522017,102.4896315,191.4766399,485.1812061,469.8020593,541.8711973,346.5823749,542.3693973,544.1861586,434.1665493,639.0573839,567.1348039,730.3966057,740.7501248,556.1728692,441.7165097,647.0443641,705.9823146,533.4503046,699.0976098,685.3150066,823.9427182,677.8875116,683.0444075,619.7576355,785.9091709,857.8154332,859.2563389,813.9574907,568.1804641,647.6716142,611.5001054,851.1711563,858.2352735,928.1311151,859.0440445,1133.571453,1133.765534,1043.836652,935.6862658,1004.346056,1234.978366,1130.156092,1155.962113,964.8203344,819.3023596,1120.877773,1068.451155,1119.195244,1082.020973,937.6613015,948.4023586,1102.973869,1150.794304,1272.907614,1207.401145,924.2156817,1093.106835,1157.51889,995.0584323,1145.705615,684.6865913,723.8619023,847.3368105,818.1210544,952.9902266,908.6170915,1105.225032,1030.403269,814.4602178,1106.850836,1135.221668,1163.060331,1349.086356,1225.696382,1133.37248,1291.963515,1280.920314,1330.930901,1174.929482,1177.883347,1145.064602,1253.963531,1555.769572,1282.670734,1447.981776,1399.283157,1602.416293,1492.429518,1368.364521,1231.05695,1133.427025,1230.011536,1167.874093,1205.630659
56894,471.9312509,397.6061641,498.1893591,466.2249223,0,443.2653626,519.5788278,467.3390699,459.8867715,474.8681888,455.3920722,429.7498136,452.3923986,534.8105832,274.3652709,507.7162544,493.4510393,631.4112064,538.6063025,722.4954119,751.0490622,637.1373648,624.571059,534.1302562,685.3077006,464.3352701,656.7367075,675.2509498,821.0243017,794.4225923,817.4042234,705.7967785,766.9350642,842.4008515,854.0097216,787.076738,519.8505009,538.8222908,590.5195941,809.9258713,872.5817632,903.5107975,945.7375653,1104.100305,1103.825359,1039.300109,992.4416358,1078.497316,1210.310028,1215.580089,1140.387121,1011.281279,939.2080178,1111.86754,1022.485563,1133.320519,1100.488066,865.1486531,1039.6742,1138.738916,1168.550919,1285.96286,1222.110931,863.3658324,1099.243986,1169.581303,1017.183022,1161.065897,650.451165,633.2477049,860.409868,956.0068792,948.1183569,911.2294226,1091.610938,1010.029112,720.5611736,1132.11136,1097.427576,1183.156047,1355.44464,1239.938443,1151.079797,1305.611948,1287.545028,1317.013708,1169.155554,1176.187202,1179.556768,1257.38998,1560.714789,1298.514298,1476.788047,1407.484094,1611.056464,1505.48333,1379.891739,1248.321048,1160.167179,1244.594686,1220.384491,1208.958167
57335,349.1465299,469.1408099,563.770298,143.7385891,443.2653626,0,568.2835132,513.757959,158.2287829,190.9077818,503.6959249,488.3824167,535.2472345,331.7158443,534.7402476,556.3016369,433.8463813,643.1799655,568.3482015,733.0246075,767.4782607,556.3610163,449.6375059,623.7777897,697.779375,513.8717956,673.8306243,674.464403,818.5917168,655.9453049,665.5037858,597.1248305,762.5895217,844.688253,854.7433481,792.4752793,547.2219128,635.294294,579.9197743,837.4015544,867.350927,909.9024702,849.0201023,1110.370163,1110.191346,1031.350184,928.8582711,984.8631696,1218.047176,1104.635174,1139.524271,992.0541842,822.2686358,1111.621494,1058.785837,1107.869447,1071.632188,931.4269673,933.2833968,1108.370441,1146.396047,1263.690453,1199.606363,915.587538,1081.622137,1144.034611,989.1021601,1134.932493,670.7950004,713.3336706,848.2828773,802.5902233,949.9013908,906.2029332,1100.921112,1020.686802,816.0070253,1103.99464,1116.202405,1153.801313,1337.573403,1214.55475,1122.024492,1287.516085,1273.8572,1322.768204,1164.869739,1167.233894,1125.409599,1241.478785,1546.096852,1274.048941,1436.091862,1386.564755,1592.887198,1481.616234,1354.311795,1216.006555,1122.451841,1223.341523,1155.475395,1196.502964
57885,599.6143347,364.0543041,527.0287708,557.3202419,519.5788278,568.2835132,0,325.7421139,531.5983659,593.6592029,321.691597,335.9008236,352.3822621,626.6782389,570.7310843,544.4052626,550.2755318,469.0946555,427.2629566,555.3160685,599.2885625,590.412846,651.082208,536.4359767,523.79341,435.4635918,527.9472816,471.7541146,526.3054917,664.8952073,666.2925331,601.2346495,662.8909952,680.0578428,672.2301764,624.4001329,428.6084721,523.7758756,542.2040061,705.7113475,725.7846667,764.2813952,921.9082136,953.0925933,967.8456961,890.1648568,958.1404216,1040.156476,1060.645745,1151.036851,991.9409327,827.6903967,881.9528245,870.3585811,928.5302689,940.4728606,931.3297048,809.7104159,951.7905726,920.7874672,967.2733723,1131.622765,1035.466209,797.4220504,927.8534815,1015.551765,821.401989,975.9451652,594.1934816,638.1955104,684.8062843,868.1574052,830.6368888,802.3724074,982.8017511,911.674311,730.8651679,960.9464612,1018.409275,1029.898514,1200.614309,1049.389724,990.7775939,1072.980306,1143.789602,1157.314429,1017.90152,1019.694914,1107.480821,1074.149392,1408.979136,1145.14597,1377.074692,1231.91837,1437.987866,1318.109054,1220.004499,1151.330627,996.1665129,1057.490992,1119.242614,1019.873364
62802,551.1566777,334.1455754,411.5178809,483.9522017,467.3390699,513.757959,325.7421139,0,451.8614633,539.6201511,77.51641192,150.6962589,362.1011993,587.2473365,527.2225053,484.2549275,499.7242812,435.3369583,407.7675359,545.1390358,545.9845192,553.9413881,613.0626806,538.1576632,480.1580451,384.9668446,520.9009455,450.4946887,606.3248548,642.0164176,717.8828735,650.6115722,625.7293184,649.7106123,643.9249813,619.8326101,420.6963312,532.0876143,524.7387289,665.2736708,671.9626389,751.6644345,901.0641599,936.6530643,950.164413,828.5734807,935.6418494,1017.578193,1034.983097,1135.694898,944.9427236,801.9179512,839.169599,906.5031763,879.8967239,992.5776655,941.4307262,827.7638301,939.3799725,930.6781553,978.6695797,1141.298974,1039.31386,820.1937719,937.7406206,1028.71369,831.6650265,988.2744569,565.9797932,621.2153397,680.4883544,861.5210793,819.2449484,790.3949705,974.6588095,904.4630421,716.856358,959.5146391,1019.701586,1031.757716,1204.781278,1053.934223,997.6191446,1121.643133,1138.21094,1188.052132,1036.691356,1040.848076,1103.191578,1099.435963,1422.47639,1144.557991,1374.983243,1255.885265,1459.16429,1353.149207,1236.640994,1156.560644,1021.753298,1079.237532,1120.585674,1051.936462
63200,362.1563829,446.121243,542.8225549,102.4896315,459.8867715,158.2287829,531.5983659,451.8614633,0,239.9584721,452.5277926,444.633484,521.5089897,362.2774415,530.1438884,514.9817706,443.4264655,618.5710365,546.9679716,710.2373044,705.4506388,560.7258635,465.0433575,602.8504932,654.5912834,493.2499024,651.169279,641.9890338,780.9553034,651.1230988,661.9293625,590.9855845,730.7483177,805.3398942,806.910088,767.2220409,524.9615359,604.3314595,555.2681652,817.7664365,816.0634691,888.4311627,848.3446455,1095.506504,1094.467046,1010.524504,920.1771771,977.4932141,1200.505779,1105.171564,1121.929699,933.9891974,800.0749305,1084.254454,1039.136513,1083.162747,1049.410593,905.9364699,925.0172406,1066.105168,1118.676045,1243.8755,1177.209626,892.8843933,1060.148821,1124.848923,961.1341196,1107.136378,655.5556044,691.513057,810.1545022,798.7282284,917.6459625,877.3031725,1080.591484,1006.501466,793.0644192,1051.101008,1095.354258,1119.095995,1309.471179,1183.009564,1095.280278,1254.60584,1246.140538,1297.664161,1138.777097,1140.149657,1116.685906,1215.546999,1520.71155,1244.34636,1420.413192,1362.736133,1568.578048,1454.292746,1332.449507,1202.183497,1096.656888,1192.193786,1140.604605,1170.514031
